,Qname,Flag,Rname,Pos,MapQ,CIGAR,Organims
1719,NC_009480.1_70,0,NC_009480.1,2299629,42,150M,subsp_michi_contigs
1720,NC_009480.1_71,0,NC_009480.1,843633,42,150M,subsp_michi_contigs
1721,NC_009480.1_72,0,NC_009480.1,89569,42,150M,subsp_michi_contigs
1722,NC_009480.1_73,0,NC_009480.1,577233,42,150M,subsp_michi_contigs
1723,NC_009480.1_74,0,NC_009480.1,59916,42,150M,subsp_michi_contigs
1724,NC_009480.1_75,0,NC_009480.1,3158347,42,150M,subsp_michi_contigs
1725,NC_009480.1_76,0,NC_009480.1,745653,42,150M,subsp_michi_contigs
1726,NC_009480.1_77,0,NC_009480.1,67749,42,150M,subsp_michi_contigs
1727,NC_009480.1_78,0,NC_009480.1,1098235,42,150M,subsp_michi_contigs
1728,NC_009480.1_79,0,NC_009480.1,2151996,42,150M,subsp_michi_contigs
1729,NC_009480.1_80,0,NC_009480.1,2864672,42,150M,subsp_michi_contigs
1730,NZ_CP021038.1_153,97,NC_009480.1,1962180,40,150M,subsp_michi_contigs
1731,NZ_CP021038.1_153,145,NC_009480.1,1962060,40,150M,subsp_michi_contigs
1732,NZ_CP021038.1_154,97,NC_009480.1,652157,24,150M,subsp_michi_contigs
1733,NZ_CP021038.1_154,145,NC_009480.1,652037,24,150M,subsp_michi_contigs
1734,NZ_CP021038.1_155,97,NC_009480.1,476290,40,150M,subsp_michi_contigs
1735,NZ_CP021038.1_155,145,NC_009480.1,476170,40,150M,subsp_michi_contigs
1736,NZ_CP021038.1_157,97,NC_009480.1,266645,23,150M,subsp_michi_contigs
1737,NZ_CP021038.1_157,145,NC_009480.1,266525,23,150M,subsp_michi_contigs
1738,NZ_CP021038.1_158,97,NC_009480.1,1338907,3,150M,subsp_michi_contigs
1739,NZ_CP021038.1_158,145,NC_009480.1,1338787,3,150M,subsp_michi_contigs
1740,NZ_CP021038.1_159,97,NC_009480.1,2577080,40,150M,subsp_michi_contigs
1741,NZ_CP021038.1_159,145,NC_009480.1,2576960,40,150M,subsp_michi_contigs
1742,NZ_CP021038.1_160,97,NC_009480.1,1398988,3,150M,subsp_michi_contigs
1743,NZ_CP021038.1_160,145,NC_009480.1,1398868,3,150M,subsp_michi_contigs
1744,NZ_CP021038.1_162,97,NC_009480.1,3120939,23,150M,subsp_michi_contigs
1745,NZ_CP021038.1_162,145,NC_009480.1,3120819,23,150M,subsp_michi_contigs
1746,NZ_CP021038.1_163,97,NC_009480.1,1804029,8,150M,subsp_michi_contigs
1747,NZ_CP021038.1_163,145,NC_009480.1,1803909,8,150M,subsp_michi_contigs
1748,NZ_CP021038.1_164,73,NC_009480.1,3208489,0,150M,subsp_michi_contigs
1749,NZ_CP021039.1_0,153,NC_009480.1,82515,42,150M,subsp_michi_contigs
1750,NC_009480.1_0,0,NC_009480.1,257524,42,150M,subsp_michi_contigs
1751,NZ_CP021038.1_137,97,NC_009480.1,1568475,8,150M,subsp_michi_contigs
1752,NZ_CP021038.1_137,145,NC_009480.1,1568355,8,150M,subsp_michi_contigs
1753,NZ_CP021038.1_138,97,NC_009480.1,2142632,8,150M,subsp_michi_contigs
1754,NZ_CP021038.1_138,145,NC_009480.1,2142512,8,150M,subsp_michi_contigs
1755,NZ_CP021038.1_139,97,NC_009480.1,2418499,24,150M,subsp_michi_contigs
1756,NZ_CP021038.1_139,145,NC_009480.1,2418379,24,150M,subsp_michi_contigs
1757,NZ_CP021038.1_140,97,NC_009480.1,1958805,8,150M,subsp_michi_contigs
1758,NZ_CP021038.1_140,145,NC_009480.1,1958685,8,150M,subsp_michi_contigs
1759,NZ_CP021038.1_141,97,NC_009480.1,2104655,24,150M,subsp_michi_contigs
1760,NZ_CP021038.1_141,145,NC_009480.1,2104535,24,150M,subsp_michi_contigs
1761,NZ_CP021038.1_143,97,NC_009480.1,1352362,0,150M,subsp_michi_contigs
1762,NZ_CP021038.1_143,145,NC_009480.1,1352242,0,150M,subsp_michi_contigs
1763,NZ_CP021038.1_144,97,NC_009480.1,2939725,42,150M,subsp_michi_contigs
1764,NZ_CP021038.1_144,145,NC_009480.1,2939605,42,150M,subsp_michi_contigs
1765,NZ_CP021038.1_145,97,NC_009480.1,1528794,8,150M,subsp_michi_contigs
1766,NZ_CP021038.1_145,145,NC_009480.1,1528683,8,4M6I4M3I133M,subsp_michi_contigs
1767,NZ_CP021038.1_146,137,NC_009480.1,974085,23,7M1I142M,subsp_michi_contigs
1768,NZ_CP021038.1_147,97,NC_009480.1,2925874,24,33M1I39M1D8M2I6M3I22M4D36M,subsp_michi_contigs
1769,NZ_CP021038.1_147,145,NC_009480.1,2925754,24,150M,subsp_michi_contigs
1770,NZ_CP021038.1_148,97,NC_009480.1,2083444,8,83M1D2M2I2M1I6M5I49M,subsp_michi_contigs
1771,NZ_CP021038.1_148,145,NC_009480.1,2083324,8,150M,subsp_michi_contigs
1772,NZ_CP021038.1_149,73,NC_009480.1,1767248,0,150M,subsp_michi_contigs
1773,NZ_CP021038.1_150,97,NC_009480.1,2883486,23,150M,subsp_michi_contigs
1774,NZ_CP021038.1_150,145,NC_009480.1,2883366,23,150M,subsp_michi_contigs
1775,NZ_CP021038.1_152,153,NC_009480.1,1872653,8,150M,subsp_michi_contigs
1776,NC_009480.1_81,0,NC_009480.1,2807223,42,150M,subsp_michi_contigs
1777,NC_009480.1_82,0,NC_009480.1,2283667,42,150M,subsp_michi_contigs
1778,NC_009480.1_83,0,NC_009480.1,1708340,42,150M,subsp_michi_contigs
1779,NC_009480.1_84,0,NC_009480.1,100827,42,150M,subsp_michi_contigs
1780,NC_009480.1_85,0,NC_009480.1,3260578,42,150M,subsp_michi_contigs
1781,NC_009480.1_86,0,NC_009480.1,1381642,42,150M,subsp_michi_contigs
1782,NC_009480.1_87,0,NC_009480.1,3176022,42,150M,subsp_michi_contigs
1783,NC_009480.1_88,0,NC_009480.1,1113160,42,150M,subsp_michi_contigs
1784,NC_009480.1_89,0,NC_009480.1,233266,42,150M,subsp_michi_contigs
1785,NC_009480.1_90,0,NC_009480.1,3226396,42,150M,subsp_michi_contigs
1786,NC_009480.1_91,0,NC_009480.1,2854426,42,150M,subsp_michi_contigs
1787,NC_009480.1_92,0,NC_009480.1,226720,42,150M,subsp_michi_contigs
1788,NC_009480.1_93,0,NC_009480.1,1915804,42,150M,subsp_michi_contigs
1789,NC_009480.1_94,0,NC_009480.1,1543349,42,150M,subsp_michi_contigs
1790,NC_009480.1_95,0,NC_009480.1,2833757,42,150M,subsp_michi_contigs
1791,NC_009480.1_96,0,NC_009480.1,2170596,42,150M,subsp_michi_contigs
1792,NC_009480.1_97,0,NC_009480.1,484926,42,150M,subsp_michi_contigs
1793,NC_009480.1_98,0,NC_009480.1,222761,42,150M,subsp_michi_contigs
1794,NC_009480.1_99,0,NC_009480.1,2890235,42,150M,subsp_michi_contigs
1795,NC_009480.1_100,0,NC_009480.1,416794,42,150M,subsp_michi_contigs
1796,NC_009480.1_101,0,NC_009480.1,1867841,42,150M,subsp_michi_contigs
1797,NC_009480.1_102,0,NC_009480.1,1040936,42,150M,subsp_michi_contigs
1798,NC_009480.1_103,0,NC_009480.1,1208579,42,150M,subsp_michi_contigs
1799,NC_009480.1_104,0,NC_009480.1,642014,42,150M,subsp_michi_contigs
1800,NC_009480.1_105,0,NC_009480.1,1795934,42,150M,subsp_michi_contigs
1801,NC_009480.1_106,0,NC_009480.1,716140,42,150M,subsp_michi_contigs
1802,NC_009480.1_107,0,NC_009480.1,10798,42,150M,subsp_michi_contigs
1803,NC_009480.1_108,0,NC_009480.1,864230,42,150M,subsp_michi_contigs
1804,NC_009480.1_109,0,NC_009480.1,2142775,42,150M,subsp_michi_contigs
1805,NC_009480.1_110,0,NC_009480.1,1899262,42,150M,subsp_michi_contigs
1806,NC_009480.1_111,0,NC_009480.1,938990,42,150M,subsp_michi_contigs
1807,NC_009480.1_112,0,NC_009480.1,1813565,42,150M,subsp_michi_contigs
1808,NC_009480.1_113,0,NC_009480.1,1694524,42,150M,subsp_michi_contigs
1809,NC_009480.1_114,0,NC_009480.1,2371942,42,150M,subsp_michi_contigs
1810,NC_009480.1_115,0,NC_009480.1,3207022,42,150M,subsp_michi_contigs
1811,NC_009480.1_116,0,NC_009480.1,600022,42,150M,subsp_michi_contigs
1812,NC_009480.1_117,0,NC_009480.1,3014846,42,150M,subsp_michi_contigs
1813,NC_009480.1_118,0,NC_009480.1,2028989,42,150M,subsp_michi_contigs
1814,NC_009480.1_119,0,NC_009480.1,1548995,42,150M,subsp_michi_contigs
1815,NC_009480.1_120,0,NC_009480.1,1648123,42,150M,subsp_michi_contigs
1816,NC_009480.1_121,0,NC_009480.1,740698,42,150M,subsp_michi_contigs
1817,NC_009480.1_122,0,NC_009480.1,2366200,42,150M,subsp_michi_contigs
1818,NC_009480.1_123,0,NC_009480.1,842965,42,150M,subsp_michi_contigs
1819,NC_009480.1_124,0,NC_009480.1,804129,42,150M,subsp_michi_contigs
1820,NC_009480.1_125,0,NC_009480.1,2983634,42,150M,subsp_michi_contigs
1821,NC_009480.1_126,0,NC_009480.1,2272718,42,150M,subsp_michi_contigs
1822,NC_009480.1_127,0,NC_009480.1,517460,42,150M,subsp_michi_contigs
1823,NC_009480.1_128,0,NC_009480.1,2477992,42,150M,subsp_michi_contigs
1824,NC_009480.1_49,0,NC_009480.1,2620158,42,150M,subsp_michi_contigs
1825,NC_009480.1_50,0,NC_009480.1,491467,42,150M,subsp_michi_contigs
1826,NC_009480.1_51,0,NC_009480.1,2492228,42,150M,subsp_michi_contigs
1827,NC_009480.1_52,0,NC_009480.1,1174423,42,150M,subsp_michi_contigs
1828,NC_009480.1_53,0,NC_009480.1,785571,42,150M,subsp_michi_contigs
1829,NC_009480.1_54,0,NC_009480.1,265389,42,150M,subsp_michi_contigs
1830,NC_009480.1_55,0,NC_009480.1,692463,42,150M,subsp_michi_contigs
1831,NC_009480.1_56,0,NC_009480.1,944909,42,150M,subsp_michi_contigs
1832,NC_009480.1_57,0,NC_009480.1,3200981,42,150M,subsp_michi_contigs
1833,NC_009480.1_58,0,NC_009480.1,1183977,42,150M,subsp_michi_contigs
1834,NC_009480.1_59,0,NC_009480.1,2625696,42,150M,subsp_michi_contigs
1835,NC_009480.1_60,0,NC_009480.1,1617656,42,150M,subsp_michi_contigs
1836,NC_009480.1_61,0,NC_009480.1,1885433,42,150M,subsp_michi_contigs
1837,NC_009480.1_62,0,NC_009480.1,619189,42,150M,subsp_michi_contigs
1838,NC_009480.1_63,0,NC_009480.1,1029042,42,150M,subsp_michi_contigs
1839,NC_009480.1_64,0,NC_009480.1,1657372,42,150M,subsp_michi_contigs
1840,NC_009480.1_129,0,NC_009480.1,2422665,42,150M,subsp_michi_contigs
1841,NC_009480.1_130,0,NC_009480.1,295891,42,150M,subsp_michi_contigs
1842,NC_009480.1_131,0,NC_009480.1,892776,42,150M,subsp_michi_contigs
1843,NC_009480.1_132,0,NC_009480.1,2713454,42,150M,subsp_michi_contigs
1844,NC_009480.1_133,0,NC_009480.1,252173,42,150M,subsp_michi_contigs
1845,NC_009480.1_134,0,NC_009480.1,503538,42,150M,subsp_michi_contigs
1846,NC_009480.1_135,0,NC_009480.1,812354,42,150M,subsp_michi_contigs
1847,NC_009480.1_136,0,NC_009480.1,1873227,42,150M,subsp_michi_contigs
1848,NC_009480.1_137,0,NC_009480.1,271441,42,150M,subsp_michi_contigs
1849,NC_009480.1_138,0,NC_009480.1,3233625,42,150M,subsp_michi_contigs
1850,NC_009480.1_139,0,NC_009480.1,1139061,42,150M,subsp_michi_contigs
1851,NC_009480.1_140,0,NC_009480.1,2350137,42,150M,subsp_michi_contigs
1852,NC_009480.1_141,0,NC_009480.1,892917,42,150M,subsp_michi_contigs
1853,NC_009480.1_142,0,NC_009480.1,1710405,42,150M,subsp_michi_contigs
1854,NC_009480.1_143,0,NC_009480.1,2900303,42,150M,subsp_michi_contigs
1855,NC_009480.1_144,0,NC_009480.1,3229049,42,150M,subsp_michi_contigs
1856,NC_009480.1_145,0,NC_009480.1,1654851,42,150M,subsp_michi_contigs
1857,NC_009480.1_146,0,NC_009480.1,1317051,42,150M,subsp_michi_contigs
1858,NC_009480.1_147,0,NC_009480.1,2259526,42,150M,subsp_michi_contigs
1859,NC_009480.1_148,0,NC_009480.1,2015900,42,150M,subsp_michi_contigs
1860,NC_009480.1_149,0,NC_009480.1,2943929,42,150M,subsp_michi_contigs
1861,NC_009480.1_150,0,NC_009480.1,1685617,42,150M,subsp_michi_contigs
1862,NC_009480.1_151,0,NC_009480.1,3074624,42,150M,subsp_michi_contigs
1863,NC_009480.1_152,0,NC_009480.1,390227,42,150M,subsp_michi_contigs
1864,NC_009480.1_153,0,NC_009480.1,1145467,42,150M,subsp_michi_contigs
1865,NC_009480.1_154,0,NC_009480.1,3062483,42,150M,subsp_michi_contigs
1866,NC_009480.1_155,0,NC_009480.1,1040714,42,150M,subsp_michi_contigs
1867,NC_009480.1_156,0,NC_009480.1,1739929,42,150M,subsp_michi_contigs
1868,NC_009480.1_157,0,NC_009480.1,1562716,42,150M,subsp_michi_contigs
1869,NC_009480.1_158,0,NC_009480.1,3254697,42,150M,subsp_michi_contigs
1870,NC_009480.1_159,0,NC_009480.1,1913803,42,150M,subsp_michi_contigs
1871,NC_009480.1_160,0,NC_009480.1,536441,42,150M,subsp_michi_contigs
1872,NC_009480.1_161,0,NC_009480.1,1087559,42,150M,subsp_michi_contigs
1873,NC_009480.1_162,0,NC_009480.1,1946732,42,150M,subsp_michi_contigs
1874,NC_009480.1_163,0,NC_009480.1,2869117,1,150M,subsp_michi_contigs
1875,NC_009480.1_164,0,NC_009480.1,2584937,42,150M,subsp_michi_contigs
1876,NC_009480.1_165,0,NC_009480.1,2416536,42,150M,subsp_michi_contigs
1877,NC_009480.1_166,0,NC_009480.1,860373,42,150M,subsp_michi_contigs
1878,NC_009480.1_167,0,NC_009480.1,1341811,42,150M,subsp_michi_contigs
1879,NC_009480.1_168,0,NC_009480.1,2632157,42,150M,subsp_michi_contigs
1880,NC_009480.1_169,0,NC_009480.1,1703327,42,150M,subsp_michi_contigs
1881,NC_009480.1_170,0,NC_009480.1,1962725,42,150M,subsp_michi_contigs
1882,NZ_CP048049.1_0,97,NC_009480.1,2830127,0,150M,subsp_michi_contigs
1883,NZ_CP048049.1_0,145,NC_009480.1,2830007,0,150M,subsp_michi_contigs
1884,NZ_CP048049.1_1,97,NC_009480.1,1365644,3,150M,subsp_michi_contigs
1885,NZ_CP048049.1_1,145,NC_009480.1,1365524,3,150M,subsp_michi_contigs
1886,NZ_CP048049.1_2,73,NC_009480.1,1708065,8,150M,subsp_michi_contigs
1887,NZ_CP048049.1_5,97,NC_009480.1,1310674,23,150M,subsp_michi_contigs
1888,NZ_CP048049.1_5,145,NC_009480.1,1310554,23,150M,subsp_michi_contigs
1889,NZ_CP048049.1_8,97,NC_009480.1,523735,8,150M,subsp_michi_contigs
1890,NZ_CP048049.1_8,145,NC_009480.1,523615,8,150M,subsp_michi_contigs
1891,NZ_CP048049.1_10,97,NC_009480.1,965259,40,150M,subsp_michi_contigs
1892,NZ_CP048049.1_10,145,NC_009480.1,965139,40,150M,subsp_michi_contigs
1893,NZ_CP048049.1_11,73,NC_009480.1,870639,3,150M,subsp_michi_contigs
1894,NZ_CP048049.1_12,97,NC_009480.1,1423092,24,150M,subsp_michi_contigs
1895,NZ_CP048049.1_12,145,NC_009480.1,1422972,24,150M,subsp_michi_contigs
1896,NZ_CP048049.1_15,97,NC_009480.1,1413165,0,61M3D89M,subsp_michi_contigs
1897,NZ_CP048049.1_15,145,NC_009480.1,1413046,0,29M1I120M,subsp_michi_contigs
1898,NZ_CP048049.1_18,153,NC_009480.1,1866208,23,150M,subsp_michi_contigs
1899,NZ_CP048049.1_20,97,NC_009480.1,1248798,23,150M,subsp_michi_contigs
1900,NZ_CP048049.1_20,145,NC_009480.1,1248678,23,150M,subsp_michi_contigs
1901,NZ_CP048049.1_23,97,NC_009480.1,987969,40,150M,subsp_michi_contigs
1902,NZ_CP048049.1_23,145,NC_009480.1,987849,40,150M,subsp_michi_contigs
1903,NZ_CP048049.1_24,97,NC_009480.1,3067039,42,150M,subsp_michi_contigs
1904,NZ_CP048049.1_24,145,NC_009480.1,3066919,42,150M,subsp_michi_contigs
1905,NZ_CP048049.1_30,97,NC_009480.1,649782,24,150M,subsp_michi_contigs
1906,NZ_CP048049.1_30,145,NC_009480.1,649662,24,150M,subsp_michi_contigs
1907,NZ_CP048049.1_32,97,NC_009480.1,2028410,0,150M,subsp_michi_contigs
1908,NZ_CP048049.1_32,145,NC_009480.1,2028290,0,150M,subsp_michi_contigs
1909,NZ_CP048049.1_34,97,NC_009480.1,2109493,8,150M,subsp_michi_contigs
1910,NZ_CP048049.1_34,145,NC_009480.1,2109373,8,150M,subsp_michi_contigs
1911,NZ_CP048049.1_37,97,NC_009480.1,1655910,40,150M,subsp_michi_contigs
1912,NZ_CP048049.1_37,145,NC_009480.1,1655790,40,150M,subsp_michi_contigs
1913,NZ_CP048049.1_54,97,NC_009480.1,820038,23,150M,subsp_michi_contigs
1914,NZ_CP048049.1_54,145,NC_009480.1,819918,23,150M,subsp_michi_contigs
1915,NZ_CP048049.1_55,97,NC_009480.1,2537345,8,150M,subsp_michi_contigs
1916,NZ_CP048049.1_55,145,NC_009480.1,2537225,8,150M,subsp_michi_contigs
1917,NZ_CP048049.1_56,97,NC_009480.1,382109,24,150M,subsp_michi_contigs
1918,NZ_CP048049.1_56,145,NC_009480.1,381989,24,150M,subsp_michi_contigs
1919,NZ_CP048049.1_57,97,NC_009480.1,1209390,23,150M,subsp_michi_contigs
1920,NZ_CP048049.1_57,145,NC_009480.1,1209270,23,150M,subsp_michi_contigs
1921,NZ_CP048049.1_59,97,NC_009480.1,1507418,3,150M,subsp_michi_contigs
1922,NZ_CP048049.1_59,145,NC_009480.1,1507298,3,150M,subsp_michi_contigs
1923,NZ_CP048049.1_60,97,NC_009480.1,612603,24,150M,subsp_michi_contigs
1924,NZ_CP048049.1_60,145,NC_009480.1,612483,24,150M,subsp_michi_contigs
1925,NZ_CP048049.1_61,153,NC_009480.1,759676,0,150M,subsp_michi_contigs
1926,NZ_CP048049.1_64,97,NC_009480.1,15925,0,150M,subsp_michi_contigs
1927,NZ_CP048049.1_64,145,NC_009480.1,15805,0,150M,subsp_michi_contigs
1928,NZ_CP048049.1_65,73,NC_009480.1,3143543,0,150M,subsp_michi_contigs
1929,NZ_CP048049.1_66,97,NC_009480.1,201784,3,150M,subsp_michi_contigs
1930,NZ_CP048049.1_66,145,NC_009480.1,201664,3,150M,subsp_michi_contigs
1931,NZ_CP048049.1_69,97,NC_009480.1,2518724,8,150M,subsp_michi_contigs
1932,NZ_CP048049.1_69,145,NC_009480.1,2518604,8,150M,subsp_michi_contigs
1933,NZ_CP048049.1_70,73,NC_009480.1,817770,40,150M,subsp_michi_contigs
1934,NZ_CP048049.1_71,97,NC_009480.1,1731799,0,150M,subsp_michi_contigs
1935,NZ_CP048049.1_71,145,NC_009480.1,1731679,0,150M,subsp_michi_contigs
1936,NZ_CP048049.1_73,73,NC_009480.1,1173256,0,150M,subsp_michi_contigs
1937,NZ_CP048049.1_74,73,NC_009480.1,1552695,0,61M1D11M4I74M,subsp_michi_contigs
1938,NZ_CP048049.1_75,97,NC_009480.1,1189543,0,15M2I3M9I121M,subsp_michi_contigs
1939,NZ_CP048049.1_75,145,NC_009480.1,1189423,0,150M,subsp_michi_contigs
1940,NZ_CP048049.1_76,97,NC_009480.1,1930811,23,150M,subsp_michi_contigs
1941,NZ_CP048049.1_76,145,NC_009480.1,1930691,23,150M,subsp_michi_contigs
1942,NZ_CP048049.1_77,153,NC_009480.1,1248189,42,150M,subsp_michi_contigs
1943,NZ_CP048049.1_78,97,NC_009480.1,293824,8,150M,subsp_michi_contigs
1944,NZ_CP048049.1_78,145,NC_009480.1,293704,8,150M,subsp_michi_contigs
1945,NZ_CP048049.1_79,97,NC_009480.1,2888093,40,150M,subsp_michi_contigs
1946,NZ_CP048049.1_79,145,NC_009480.1,2887973,40,150M,subsp_michi_contigs
1947,NZ_CP048049.1_81,97,NC_009480.1,1217852,0,139M1I10M,subsp_michi_contigs
1948,NZ_CP048049.1_81,145,NC_009480.1,1217732,0,24M1I36M2D3M1I85M,subsp_michi_contigs
1949,NZ_CP048049.1_82,97,NC_009480.1,1482949,40,150M,subsp_michi_contigs
1950,NZ_CP048049.1_82,145,NC_009480.1,1482829,40,150M,subsp_michi_contigs
1951,NZ_CP048049.1_83,97,NC_009480.1,828679,8,150M,subsp_michi_contigs
1952,NZ_CP048049.1_83,145,NC_009480.1,828559,8,54M1I4M1D91M,subsp_michi_contigs
1953,NZ_CP048049.1_84,97,NC_009480.1,2654875,24,150M,subsp_michi_contigs
1954,NZ_CP048049.1_84,145,NC_009480.1,2654755,24,150M,subsp_michi_contigs
1955,NZ_CP048049.1_85,73,NC_009480.1,2802268,40,150M,subsp_michi_contigs
1956,NZ_CP048049.1_86,153,NC_009480.1,1702331,24,150M,subsp_michi_contigs
1957,NZ_CP048049.1_88,97,NC_009480.1,675871,8,150M,subsp_michi_contigs
1958,NZ_CP048049.1_88,145,NC_009480.1,675751,8,150M,subsp_michi_contigs
1959,NZ_CP048049.1_93,97,NC_009480.1,19871,42,150M,subsp_michi_contigs
1960,NZ_CP048049.1_93,145,NC_009480.1,19751,42,150M,subsp_michi_contigs
1961,NZ_CP048049.1_94,97,NC_009480.1,1590992,0,150M,subsp_michi_contigs
1962,NZ_CP048049.1_94,145,NC_009480.1,1590872,0,150M,subsp_michi_contigs
1963,NZ_CP048049.1_95,97,NC_009480.1,2477430,3,150M,subsp_michi_contigs
1964,NZ_CP048049.1_95,145,NC_009480.1,2477310,3,150M,subsp_michi_contigs
1965,NZ_CP048049.1_96,97,NC_009480.1,3190146,40,150M,subsp_michi_contigs
1966,NZ_CP048049.1_96,145,NC_009480.1,3190026,40,150M,subsp_michi_contigs
1967,NZ_CP048049.1_98,97,NC_009480.1,2547572,8,53M1I96M,subsp_michi_contigs
1968,NZ_CP048049.1_98,145,NC_009480.1,2547452,0,150M,subsp_michi_contigs
1969,NZ_CP048049.1_99,97,NC_009480.1,2279928,23,150M,subsp_michi_contigs
1970,NZ_CP048049.1_99,145,NC_009480.1,2279808,23,150M,subsp_michi_contigs
1971,NZ_CP048049.1_101,97,NC_009480.1,463764,24,150M,subsp_michi_contigs
1972,NZ_CP048049.1_101,145,NC_009480.1,463644,24,150M,subsp_michi_contigs
1973,NZ_CP048049.1_42,97,NC_009480.1,3134592,8,150M,subsp_michi_contigs
1974,NZ_CP048049.1_42,145,NC_009480.1,3134472,8,150M,subsp_michi_contigs
1975,NZ_CP048049.1_43,153,NC_009480.1,2982239,3,150M,subsp_michi_contigs
1976,NZ_CP048049.1_45,97,NC_009480.1,593857,23,150M,subsp_michi_contigs
1977,NZ_CP048049.1_45,145,NC_009480.1,593737,23,150M,subsp_michi_contigs
1978,NZ_CP048049.1_46,97,NC_009480.1,1656156,23,150M,subsp_michi_contigs
1979,NZ_CP048049.1_46,145,NC_009480.1,1656036,23,150M,subsp_michi_contigs
1980,NZ_CP048049.1_48,97,NC_009480.1,2573227,40,150M,subsp_michi_contigs
1981,NZ_CP048049.1_48,145,NC_009480.1,2573107,40,150M,subsp_michi_contigs
1982,NZ_CP048049.1_49,97,NC_009480.1,1988801,24,142M1D8M,subsp_michi_contigs
1983,NZ_CP048049.1_49,145,NC_009480.1,1988681,24,150M,subsp_michi_contigs
1984,NZ_CP048049.1_50,73,NC_009480.1,1825793,0,150M,subsp_michi_contigs
1985,NZ_CP048049.1_52,97,NC_009480.1,271130,0,150M,subsp_michi_contigs
1986,NZ_CP048049.1_52,145,NC_009480.1,271010,0,150M,subsp_michi_contigs
1987,NZ_CP048049.1_53,73,NC_009480.1,779456,0,150M,subsp_michi_contigs
1988,NZ_CP048049.1_120,97,NC_009480.1,3011553,24,150M,subsp_michi_contigs
1989,NZ_CP048049.1_120,145,NC_009480.1,3011433,24,150M,subsp_michi_contigs
1990,NZ_CP048049.1_122,97,NC_009480.1,3263901,8,150M,subsp_michi_contigs
1991,NZ_CP048049.1_122,145,NC_009480.1,3263781,8,150M,subsp_michi_contigs
1992,NZ_CP048049.1_123,97,NC_009480.1,822772,23,150M,subsp_michi_contigs
1993,NZ_CP048049.1_123,145,NC_009480.1,822652,23,150M,subsp_michi_contigs
1994,NZ_CP048049.1_124,97,NC_009480.1,2982255,3,145M1I4M,subsp_michi_contigs
1995,NZ_CP048049.1_124,145,NC_009480.1,2982135,3,150M,subsp_michi_contigs
1996,NZ_CP048049.1_126,97,NC_009480.1,1402719,0,150M,subsp_michi_contigs
1997,NZ_CP048049.1_126,145,NC_009480.1,1402599,0,150M,subsp_michi_contigs
1998,NZ_CP048049.1_127,97,NC_009480.1,1701338,0,150M,subsp_michi_contigs
1999,NZ_CP048049.1_127,145,NC_009480.1,1701218,0,150M,subsp_michi_contigs
2000,NZ_CP048049.1_129,97,NC_009480.1,2667473,8,150M,subsp_michi_contigs
2001,NZ_CP048049.1_129,145,NC_009480.1,2667353,8,150M,subsp_michi_contigs
2002,NZ_CP048049.1_131,97,NC_009480.1,1963486,40,150M,subsp_michi_contigs
2003,NZ_CP048049.1_131,145,NC_009480.1,1963366,40,150M,subsp_michi_contigs
2004,NZ_CP048049.1_102,97,NC_009480.1,3063021,42,150M,subsp_michi_contigs
2005,NZ_CP048049.1_102,145,NC_009480.1,3062901,42,150M,subsp_michi_contigs
2006,NZ_CP048049.1_103,97,NC_009480.1,2879331,3,150M,subsp_michi_contigs
2007,NZ_CP048049.1_103,145,NC_009480.1,2879211,3,150M,subsp_michi_contigs
2008,NZ_CP048049.1_104,97,NC_009480.1,1360350,0,150M,subsp_michi_contigs
2009,NZ_CP048049.1_104,145,NC_009480.1,1360230,0,150M,subsp_michi_contigs
2010,NZ_CP048049.1_105,97,NC_009480.1,7211,8,150M,subsp_michi_contigs
2011,NZ_CP048049.1_105,145,NC_009480.1,7091,8,150M,subsp_michi_contigs
2012,NZ_CP048049.1_107,97,NC_009480.1,2696779,23,150M,subsp_michi_contigs
2013,NZ_CP048049.1_107,145,NC_009480.1,2696659,23,150M,subsp_michi_contigs
2014,NZ_CP048049.1_110,97,NC_009480.1,2229817,23,150M,subsp_michi_contigs
2015,NZ_CP048049.1_110,145,NC_009480.1,2229697,23,150M,subsp_michi_contigs
2016,NZ_CP048049.1_111,97,NC_009480.1,3047466,40,150M,subsp_michi_contigs
2017,NZ_CP048049.1_111,145,NC_009480.1,3047346,40,150M,subsp_michi_contigs
2018,NZ_CP048049.1_112,97,NC_009480.1,222920,3,150M,subsp_michi_contigs
2019,NZ_CP048049.1_112,145,NC_009480.1,222800,3,150M,subsp_michi_contigs
2020,NZ_CP048049.1_113,73,NC_009480.1,3101915,3,150M,subsp_michi_contigs
2021,NZ_CP048049.1_114,73,NC_009480.1,2414494,0,150M,subsp_michi_contigs
2022,NZ_CP048049.1_115,97,NC_009480.1,1535034,3,150M,subsp_michi_contigs
2023,NZ_CP048049.1_115,145,NC_009480.1,1534914,3,150M,subsp_michi_contigs
2024,NZ_CP048049.1_117,97,NC_009480.1,261157,24,150M,subsp_michi_contigs
2025,NZ_CP048049.1_117,145,NC_009480.1,261037,24,150M,subsp_michi_contigs
2026,NZ_CP048049.1_152,97,NC_009480.1,1795263,23,150M,subsp_michi_contigs
2027,NZ_CP048049.1_152,145,NC_009480.1,1795143,23,150M,subsp_michi_contigs
2028,NZ_CP048049.1_153,97,NC_009480.1,986589,8,78M1I63M1D8M,subsp_michi_contigs
